profile,strategy,mean,median,p95,p99
extract-frames,SLO-first,572.7569771669972,564.0662868800131,720.1332571342739,827.3283332000738
object-det,SLO-first,534.2532222288827,526.098460381196,730.8571153996279,775.6349801195938
prepare-ds,SLO-first,668.33275206822,657.9133482867153,851.2898637144195,935.7412308077866
