run,strategy,latency_ms,acc,payload_mb,link_mb,hop_count,met_slo,stages_met,met_task_slo_all,stages_met_task_slo,stages,profiles
0,SLO-first,19037.691418128492,93.86,3.30615234375,31.9599609375,230,False,0,False,0,3,fast|default|heavy
0,Best-Acc,29076.675982548157,95.16,4.74169921875,61.14990234375,297,False,0,False,0,3,fast|default|heavy
0,Lowest-Latency,20515.81084265046,93.86,3.16259765625,37.0908203125,239,False,0,False,0,3,fast|default|heavy
0,Random,31649.281743044874,94.99,4.26318359375,66.97998046875,369,False,0,False,0,3,fast|default|heavy
0,Round-Robin,30112.550748604135,94.11,4.55029296875,72.564453125,329,False,0,False,0,3,fast|default|heavy
1,SLO-first,21384.393842583668,93.86,3.16259765625,51.29443359375,248,False,0,False,0,3,fast|default|heavy
1,Best-Acc,30530.999659946552,95.16,4.74169921875,78.3603515625,322,False,0,False,0,3,fast|default|heavy
1,Lowest-Latency,22065.955618717366,93.86,3.35400390625,48.26025390625,253,False,0,False,0,3,fast|default|heavy
1,Random,29951.527863268355,94.99,5.12451171875,64.45947265625,329,False,0,False,0,3,fast|default|heavy
1,Round-Robin,29281.205029483175,93.86,4.02392578125,57.109375,313,False,0,False,0,3,fast|default|heavy
2,SLO-first,16060.581709222242,93.86,3.16259765625,29.80908203125,189,False,0,False,0,3,fast|default|heavy
2,Best-Acc,32701.127937969046,95.16,4.74169921875,81.375,380,False,0,False,0,3,fast|default|heavy
2,Lowest-Latency,19810.85960496164,94.59,3.49755859375,39.3466796875,235,False,0,False,0,3,fast|default|heavy
2,Random,34155.37066995477,94.99,4.40673828125,72.16748046875,364,False,0,False,0,3,fast|default|heavy
2,Round-Robin,23903.069555317015,93.38,3.64111328125,42.66455078125,253,False,0,False,0,3,fast|default|heavy
3,SLO-first,21646.946219070276,93.86,3.30615234375,38.7109375,230,False,0,False,0,3,fast|default|heavy
3,Best-Acc,25986.27017028926,95.16,4.74169921875,50.95166015625,273,False,0,False,0,3,fast|default|heavy
3,Lowest-Latency,23372.442265991784,93.38,3.64111328125,49.0048828125,261,False,0,False,0,3,fast|default|heavy
3,Random,25664.65697063564,94.59,3.73681640625,48.498046875,270,False,0,False,0,3,fast|default|heavy
3,Round-Robin,24400.146249077432,94.59,3.68896484375,43.54931640625,274,False,0,False,0,3,fast|default|heavy
4,SLO-first,21373.93121354086,93.86,3.16259765625,37.9853515625,252,False,0,False,0,3,fast|default|heavy
4,Best-Acc,27262.69032823985,95.16,4.74169921875,52.73583984375,261,False,0,False,0,3,fast|default|heavy
4,Lowest-Latency,18983.628752038032,93.86,3.30615234375,36.65625,205,False,0,False,0,3,fast|default|heavy
4,Random,24354.44201782209,93.86,3.49755859375,49.4658203125,245,False,0,False,0,3,fast|default|heavy
4,Round-Robin,25260.059633632674,94.56,3.88037109375,51.771484375,277,False,0,False,0,3,fast|default|heavy
5,SLO-first,20785.702529591974,94.59,3.64111328125,39.2568359375,231,False,0,False,0,3,fast|default|heavy
5,Best-Acc,30991.284458414346,95.16,4.74169921875,70.8193359375,349,False,0,False,0,3,fast|default|heavy
5,Lowest-Latency,21533.312968492333,93.86,3.44970703125,45.9140625,271,False,0,False,0,3,fast|default|heavy
5,Random,29887.641011110318,95.16,4.59814453125,59.8388671875,304,False,0,False,0,3,fast|default|heavy
5,Round-Robin,26551.685593925227,95.16,4.07177734375,62.97021484375,294,False,0,False,0,3,fast|default|heavy
