strategy,mean,median,p95,p99
Best-Acc,64.0062890625,62.6806640625,79.0062744140625,84.85479492187497
Lowest-Latency,40.15622802734375,39.719482421875,48.3789794921875,53.258813476562494
Random,55.09311279296875,54.14208984375,71.43549804687498,76.7934521484375
Round-Robin,55.1250634765625,54.761962890625,69.56835937499999,72.300517578125
SLO-first,40.51050048828125,39.922607421875,49.2859619140625,53.91482910156249
