profile,strategy,mean,median,p95,p99,acc_mean,mean_payload,median_payload,p95_payload,p99_payload,mean_link,median_link,p95_link,p99_link,mean_hops,median_hops,p95_hops,p99_hops
default,Best-Acc,9988.618167871402,9995.62860512783,11818.737364553177,12535.432218876313,95.16,1.58056640625,1.58056640625,1.58056640625,1.58056640625,21.78511962890625,20.946533203125,30.896997070312484,35.421884765624995,108.545,106.0,138.0,157.01999999999998
default,Lowest-Latency,6857.671136268002,6819.135852379066,8085.186694122941,8499.410024906781,94.068,1.1295654296875,1.05419921875,1.24560546875,1.3910742187499983,13.49838134765625,12.99072265625,19.66931152343748,23.059975585937497,78.615,75.0,105.0,120.00999999999999
default,Random,8810.406111630009,8701.040219716917,11750.333984422612,12915.166868731267,94.35414999999999,1.337001953125,1.24560546875,1.77197265625,1.77197265625,17.924930419921875,17.30029296875,27.325244140624992,30.975087890624998,98.75,97.0,140.0,150.02999999999997
default,Round-Robin,9006.00656881579,8851.044558917954,11883.099802993807,13116.00445133987,94.38052499999999,1.35554443359375,1.24560546875,1.77197265625,1.77197265625,18.38739501953125,17.68359375,27.067333984374986,33.11690917968749,100.315,98.0,138.04999999999995,155.1099999999999
default,SLO-first,6857.645190419772,6868.52452111276,8111.921255814846,8595.978966079154,94.06065000000001,1.12202880859375,1.05419921875,1.24560546875,1.58056640625,13.52333984375,12.861083984375,20.008520507812488,23.640981445312498,78.1075,75.0,107.04999999999995,116.02999999999997
fast,Best-Acc,9891.90677921853,9857.313337301712,11822.600128083686,12383.77257263544,95.16,1.58056640625,1.58056640625,1.58056640625,1.58056640625,21.377354736328126,20.55322265625,29.832788085937484,32.75012695312499,108.62,106.0,139.04999999999995,153.01
fast,Lowest-Latency,6751.995125245335,6702.076339718276,7966.673055675209,8327.489584695286,94.0694,1.1243017578125,1.05419921875,1.24560546875,1.38916015625,13.35792236328125,12.796142578125,19.200341796875,22.8959033203125,78.3775,75.5,103.0,117.00999999999999
fast,Random,9046.118630644269,8930.882243790144,11991.143731343273,12601.571327203823,94.41329999999999,1.36104736328125,1.24560546875,1.77197265625,1.77197265625,18.837686767578123,18.05810546875,27.304223632812494,31.43996582031249,101.8075,101.0,137.0999999999999,152.01999999999998
fast,Round-Robin,8897.946138683204,8681.640558559557,11614.710426540945,12763.36606377229,94.38052499999999,1.35554443359375,1.24560546875,1.77197265625,1.77197265625,18.38177001953125,17.570068359375,27.7974609375,32.962080078125,100.725,98.0,138.04999999999995,154.01
fast,SLO-first,6808.781982494507,6793.2103636295415,8005.529532733187,8466.154620935917,94.059375,1.13207763671875,1.05419921875,1.24560546875,1.58056640625,13.572662353515625,12.883056640625,19.752099609375,23.467685546875,79.245,76.0,107.04999999999995,117.01999999999998
heavy,Best-Acc,10154.525990566466,10065.287259085359,12497.918385468984,13406.438767372738,95.16,1.58056640625,1.58056640625,1.58056640625,1.58056640625,21.412789306640626,20.331298828125,31.254785156249994,33.897919921874994,108.5775,105.5,141.0,154.02999999999997
heavy,Lowest-Latency,7034.922866398177,6976.467185426947,8371.68619783385,8788.355057355546,94.04885,1.12609619140625,1.05419921875,1.24560546875,1.38916015625,13.727711181640625,12.91943359375,19.81357421874999,23.9138134765625,79.9975,77.0,105.04999999999995,119.02999999999997
heavy,Random,9001.62619996427,8832.608383299324,11815.967005379347,13597.505855079482,94.391975,1.34238525390625,1.24560546875,1.77197265625,1.77197265625,17.92536376953125,17.182861328125,26.97490234374999,33.013833007812494,99.915,97.0,140.0,151.01
heavy,Round-Robin,9091.317697286388,8990.365361359509,12221.997756318911,13560.431614806499,94.38052499999999,1.35554443359375,1.24560546875,1.77197265625,1.77197265625,18.3255126953125,17.591796875,27.726049804687484,34.050908203125,100.6975,98.0,140.04999999999995,158.01999999999998
heavy,SLO-first,6964.119420570439,6954.955064357771,8117.136440291561,8728.09497337535,94.02042499999999,1.10791259765625,1.05419921875,1.24560546875,1.24560546875,13.644915771484374,13.19775390625,19.970263671874985,22.474135742187492,79.2725,76.0,105.0,122.00999999999999
