strategy,mean,median,p95,p99
Best-Acc,4.74169921875,4.74169921875,4.74169921875,4.74169921875
Lowest-Latency,3.3690771484375,3.35400390625,3.68896484375,3.739208984374998
Random,4.100009765625,4.07177734375,4.93310546875,5.12451171875
Round-Robin,4.0631640625,4.02392578125,4.59814453125,4.59814453125
SLO-first,3.3724267578125,3.35400390625,3.68896484375,3.83251953125
