profile,strategy,mean,median,p95,p99
default,Best-Acc,21.78511962890625,20.946533203125,30.896997070312484,35.421884765624995
default,Lowest-Latency,13.49838134765625,12.99072265625,19.66931152343748,23.059975585937497
default,Random,17.924930419921875,17.30029296875,27.325244140624992,30.975087890624998
default,Round-Robin,18.38739501953125,17.68359375,27.067333984374986,33.11690917968749
default,SLO-first,13.52333984375,12.861083984375,20.008520507812488,23.640981445312498
fast,Best-Acc,21.377354736328126,20.55322265625,29.832788085937484,32.75012695312499
fast,Lowest-Latency,13.35792236328125,12.796142578125,19.200341796875,22.8959033203125
fast,Random,18.837686767578123,18.05810546875,27.304223632812494,31.43996582031249
fast,Round-Robin,18.38177001953125,17.570068359375,27.7974609375,32.962080078125
fast,SLO-first,13.572662353515625,12.883056640625,19.752099609375,23.467685546875
heavy,Best-Acc,21.412789306640626,20.331298828125,31.254785156249994,33.897919921874994
heavy,Lowest-Latency,13.727711181640625,12.91943359375,19.81357421874999,23.9138134765625
heavy,Random,17.92536376953125,17.182861328125,26.97490234374999,33.013833007812494
heavy,Round-Robin,18.3255126953125,17.591796875,27.726049804687484,34.050908203125
heavy,SLO-first,13.644915771484374,13.19775390625,19.970263671874985,22.474135742187492
