profile,strategy,mean,median,p95,p99
default,Best-Acc,108.545,106.0,138.0,157.01999999999998
default,Lowest-Latency,78.615,75.0,105.0,120.00999999999999
default,Random,98.75,97.0,140.0,150.02999999999997
default,Round-Robin,100.315,98.0,138.04999999999995,155.1099999999999
default,SLO-first,78.1075,75.0,107.04999999999995,116.02999999999997
fast,Best-Acc,108.62,106.0,139.04999999999995,153.01
fast,Lowest-Latency,78.3775,75.5,103.0,117.00999999999999
fast,Random,101.8075,101.0,137.0999999999999,152.01999999999998
fast,Round-Robin,100.725,98.0,138.04999999999995,154.01
fast,SLO-first,79.245,76.0,107.04999999999995,117.01999999999998
heavy,Best-Acc,108.5775,105.5,141.0,154.02999999999997
heavy,Lowest-Latency,79.9975,77.0,105.04999999999995,119.02999999999997
heavy,Random,99.915,97.0,140.0,151.01
heavy,Round-Robin,100.6975,98.0,140.04999999999995,158.01999999999998
heavy,SLO-first,79.2725,76.0,105.0,122.00999999999999
