run,strategy,stitch_id,met_slo,utility,latency_ms,payload_mb,link_mb,hop_count,acc,profile
0,SLO-first,7,False,-92.21754414498432,6654.510296070309,1.24560546875,12.86279296875,77,94.56,fast
0,Best-Acc,1,False,,8639.411858696443,1.58056640625,19.751953125,98,95.16,fast
0,Lowest-Latency,4,False,,6517.731606806656,1.05419921875,11.84423828125,83,93.86,fast
0,Random,4,False,,7350.1754723182485,1.05419921875,14.02587890625,84,93.86,fast
0,Round-Robin,1,False,,10833.106592239414,1.58056640625,23.41259765625,129,95.16,fast
1,SLO-first,4,False,-86.24893564052026,6227.681117180018,1.05419921875,11.0771484375,78,93.86,fast
1,Best-Acc,1,False,,10350.764125115993,1.58056640625,23.26611328125,110,95.16,fast
1,Lowest-Latency,4,False,,8646.069456891284,1.05419921875,15.24169921875,100,93.86,fast
1,Random,2,False,,10009.63196985193,1.77197265625,20.2109375,111,94.99,fast
1,Round-Robin,2,False,,10361.40025823924,1.77197265625,20.1796875,113,94.99,fast
2,SLO-first,7,False,-93.22288637607167,6726.320455433691,1.24560546875,14.03369140625,68,94.56,fast
2,Best-Acc,1,False,,9565.612024713178,1.58056640625,21.1142578125,98,95.16,fast
2,Lowest-Latency,4,False,,6699.167989687729,1.05419921875,13.4384765625,72,93.86,fast
2,Random,7,False,,7254.784649494476,1.24560546875,13.89599609375,80,94.56,fast
2,Round-Robin,3,False,,7000.992310295146,1.19775390625,12.24365234375,78,94.11,fast
3,SLO-first,6,False,-97.85265218921765,7057.039442086975,1.24560546875,13.08251953125,94,94.59,fast
3,Best-Acc,1,False,,9882.234499683918,1.58056640625,19.76806640625,126,95.16,fast
3,Lowest-Latency,4,False,,6947.958995634079,1.05419921875,11.91015625,97,93.86,fast
3,Random,3,False,,8261.277480483976,1.19775390625,16.50244140625,103,94.11,fast
3,Round-Robin,4,False,,7119.322224147894,1.05419921875,14.6826171875,98,93.86,fast
4,SLO-first,4,False,-103.22370406060527,7440.16457575752,1.05419921875,15.56640625,102,93.86,fast
4,Best-Acc,1,False,,9032.248469042352,1.58056640625,17.4609375,114,95.16,fast
4,Lowest-Latency,4,False,,7051.718063095516,1.05419921875,13.62841796875,89,93.86,fast
4,Random,4,False,,7514.955034608659,1.05419921875,15.04736328125,94,93.86,fast
4,Round-Robin,5,False,,9594.805464141195,1.38916015625,17.80029296875,125,93.38,fast
5,SLO-first,4,False,-99.45150774200108,7170.721981571507,1.05419921875,13.37255859375,82,93.86,fast
5,Best-Acc,1,False,,10211.657682801313,1.58056640625,20.61474609375,112,95.16,fast
5,Lowest-Latency,7,False,,7100.908968134271,1.24560546875,14.55712890625,78,94.56,fast
5,Random,4,False,,7137.286591653842,1.05419921875,13.86474609375,80,93.86,fast
