profile,strategy,mean,median,p95,p99
default,Best-Acc,108.0525,106.0,139.04999999999995,156.01999999999998
default,Lowest-Latency,78.745,76.0,104.0,115.0
default,Random,100.55,97.0,138.0,158.01
default,Round-Robin,101.4575,100.0,140.04999999999995,160.0
default,SLO-first,79.3725,75.0,105.09999999999991,118.01999999999998
fast,Best-Acc,107.255,105.0,140.0,154.0
fast,Lowest-Latency,78.4775,75.0,107.0,116.02999999999997
fast,Random,98.61,98.0,139.04999999999995,148.01999999999998
fast,Round-Robin,100.6475,100.0,140.0,159.05999999999995
fast,SLO-first,78.15,76.0,105.0,113.01999999999998
heavy,Best-Acc,108.015,105.0,140.0,157.0999999999999
heavy,Lowest-Latency,78.7725,76.0,108.0,121.0
heavy,Random,99.3725,95.5,141.0,156.01
heavy,Round-Robin,99.1,97.0,137.04999999999995,149.01
heavy,SLO-first,77.535,74.0,103.04999999999995,122.01999999999998
