strategy,mean,median,p95,p99,acc_mean,mean_payload,median_payload,p95_payload,p99_payload,mean_link,median_link,p95_link,p99_link,mean_hops,median_hops,p95_hops,p99_hops
Best-Acc,29312.797703889748,29306.549902070074,32585.411048525322,34766.47375810364,95.16,4.74169921875,4.74169921875,4.74169921875,4.74169921875,63.1042236328125,61.751220703125,75.93596191406249,85.05861328124999,319.43,317.0,369.2499999999999,388.03
Lowest-Latency,20260.71660580501,20285.279049018915,22189.117664950016,23330.53155659643,94.0584,3.3647705078125,3.35400390625,3.6435058593749994,3.73681640625,40.60386962890625,39.912353515625,50.97902832031249,56.855083007812475,235.3,234.5,281.04999999999995,290.04999999999995
Random,26500.609107728036,26533.75198664224,31773.452687199573,34440.772198567734,94.36685,4.066513671875,4.02392578125,4.744091796874999,5.12451171875,54.2798779296875,54.120361328125,68.85117187499999,76.08565429687498,299.95,300.0,362.04999999999995,395.06999999999994
Round-Robin,26307.241486727722,26232.253456486756,30906.199238847483,32167.213589996183,94.3707,4.0631640625,4.02392578125,4.59814453125,4.59814453125,54.4514892578125,53.185302734375,69.5908935546875,73.44554687499999,296.41,294.0,366.04999999999995,383.0
SLO-first,20370.414807872523,20346.846278468474,22627.354680754117,22958.38198242075,94.0914,3.377451171875,3.35400390625,3.68896484375,3.737773437499999,40.6186083984375,39.7412109375,51.52416992187499,55.191196289062496,236.78,234.0,285.04999999999995,299.02
