profile,strategy,mean,median,p95,p99,acc_mean,mean_payload,median_payload,p95_payload,p99_payload,mean_link,median_link,p95_link,p99_link,mean_hops,median_hops,p95_hops,p99_hops
default,Best-Acc,6037.542082920993,6039.3735286219,7745.327783970964,8172.954646632752,95.16,1.58056640625,1.58056640625,1.58056640625,1.58056640625,16.98618896484375,16.814208984375,23.919799804687496,27.2849853515625,85.5225,85.0,111.0,120.02999999999997
default,Lowest-Latency,4143.573415184461,4183.200210418207,5178.430805467509,5773.881387905716,94.10135,1.14416015625,1.05419921875,1.38916015625,1.58056640625,10.742261962890625,10.435791015625,15.412158203125,17.947543945312496,63.3975,63.0,86.0,93.01999999999998
default,Random,5459.3154823700015,5455.131628166066,7641.275693285558,8560.652595644187,94.32905000000001,1.35087890625,1.24560546875,1.77197265625,1.77197265625,14.33433349609375,13.73828125,21.900292968749998,25.940263671874998,79.0575,79.0,110.0,125.02999999999997
default,Round-Robin,5400.14106650885,5344.411947244813,7384.1538203225,8434.277242986349,94.38052499999999,1.35554443359375,1.24560546875,1.77197265625,1.77197265625,14.30912109375,13.601318359375,22.236791992187495,25.718803710937497,78.8625,78.0,109.0,129.01999999999998
default,SLO-first,4126.2538888967465,4154.367832670177,5335.774286077273,5657.652382436595,94.09477500000001,1.1443994140625,1.05419921875,1.38916015625,1.58056640625,10.62439208984375,10.460693359375,15.592700195312492,17.424785156249996,62.995,62.0,84.04999999999995,94.01999999999998
fast,Best-Acc,5961.581810742603,6029.758085488027,7538.18116614902,8004.829564877186,95.16,1.58056640625,1.58056640625,1.58056640625,1.58056640625,17.29471435546875,17.197265625,23.4876708984375,25.937768554687498,87.685,88.0,112.04999999999995,123.00999999999999
fast,Lowest-Latency,4103.095636273895,4195.537395319445,5127.397410516398,5317.658493734427,94.104625,1.14882568359375,1.05419921875,1.38916015625,1.58056640625,11.09224853515625,10.900146484375,15.657861328125,18.1108056640625,65.5325,65.0,87.0,95.02999999999997
fast,Random,5358.310430725274,5332.930425050143,7460.19647976819,7863.022431368208,94.366625,1.35817626953125,1.24560546875,1.77197265625,1.77197265625,14.663111572265626,14.61083984375,21.350024414062492,24.200996093749996,80.5225,80.0,108.09999999999991,124.01999999999998
fast,Round-Robin,5396.396302352145,5382.838858087534,7303.559273320444,8540.191446489182,94.38052499999999,1.35554443359375,1.24560546875,1.77197265625,1.77197265625,14.69774169921875,14.2548828125,21.879589843749986,25.85871093749999,80.85,81.0,111.0,126.00999999999999
fast,SLO-first,4102.4719297517695,4146.242961498117,5249.380635528756,5491.413382338535,94.097975,1.14978271484375,1.05419921875,1.38916015625,1.58056640625,10.99942626953125,10.999755859375,15.425195312499996,16.8938818359375,65.21,65.0,88.0,93.00999999999999
heavy,Best-Acc,6313.631526662536,6314.944183234285,7982.743781268064,8778.435991789416,95.16,1.58056640625,1.58056640625,1.58056640625,1.58056640625,17.205010986328126,16.820068359375,24.072583007812497,27.2255859375,86.68,86.0,114.0,123.03999999999996
heavy,Lowest-Latency,4308.543458094917,4346.3088667464535,5391.636388305616,5831.785337457124,94.1066,1.14643310546875,1.05419921875,1.24560546875,1.58056640625,10.89251708984375,11.013916015625,15.706298828125,17.1290576171875,64.4075,65.0,86.0,93.00999999999999
heavy,Random,5693.277430747866,5608.34334938133,7875.008640966382,8631.904899293242,94.37352499999999,1.35721923828125,1.24560546875,1.77197265625,1.77197265625,14.77450927734375,14.363525390625,22.176025390625,25.655986328125,80.565,79.5,110.04999999999995,124.00999999999999
heavy,Round-Robin,5725.818142722611,5701.775348042238,7709.093987782446,8508.989616781782,94.38052499999999,1.35554443359375,1.24560546875,1.77197265625,1.77197265625,14.896055908203126,14.55029296875,22.34956054687499,24.50523925781249,81.225,80.0,111.04999999999995,121.00999999999999
heavy,SLO-first,4318.128997316111,4309.27039364973,5445.005217932025,5677.805588824088,94.07205,1.13566650390625,1.05419921875,1.2527832031249935,1.58056640625,10.8635888671875,10.661376953125,15.654687499999998,17.213935546874996,63.9425,64.0,85.0,90.03999999999996
