strategy,mean,median,p95,p99
Best-Acc,51.712705078125,51.5947265625,61.947875976562486,67.52405273437499
Lowest-Latency,32.25748779296875,32.459716796875,39.829931640625,40.75740234374997
Random,43.79386962890625,42.9423828125,55.46782226562499,59.05055664062499
Round-Robin,43.359658203125,43.0751953125,54.508300781249986,59.78086425781249
SLO-first,32.3974072265625,32.3095703125,40.4898193359375,42.7043505859375
