profile,strategy,mean,median,p95,p99
default,Best-Acc,16.98618896484375,16.814208984375,23.919799804687496,27.2849853515625
default,Lowest-Latency,10.742261962890625,10.435791015625,15.412158203125,17.947543945312496
default,Random,14.33433349609375,13.73828125,21.900292968749998,25.940263671874998
default,Round-Robin,14.30912109375,13.601318359375,22.236791992187495,25.718803710937497
default,SLO-first,10.62439208984375,10.460693359375,15.592700195312492,17.424785156249996
fast,Best-Acc,17.29471435546875,17.197265625,23.4876708984375,25.937768554687498
fast,Lowest-Latency,11.09224853515625,10.900146484375,15.657861328125,18.1108056640625
fast,Random,14.663111572265626,14.61083984375,21.350024414062492,24.200996093749996
fast,Round-Robin,14.69774169921875,14.2548828125,21.879589843749986,25.85871093749999
fast,SLO-first,10.99942626953125,10.999755859375,15.425195312499996,16.8938818359375
heavy,Best-Acc,17.205010986328126,16.820068359375,24.072583007812497,27.2255859375
heavy,Lowest-Latency,10.89251708984375,11.013916015625,15.706298828125,17.1290576171875
heavy,Random,14.77450927734375,14.363525390625,22.176025390625,25.655986328125
heavy,Round-Robin,14.896055908203126,14.55029296875,22.34956054687499,24.50523925781249
heavy,SLO-first,10.8635888671875,10.661376953125,15.654687499999998,17.213935546874996
