strategy,mean,median,p95,p99
Best-Acc,18403.483325530433,18616.5181015443,20794.302586330916,21501.053260426208
Lowest-Latency,12316.92926709552,12387.821814970692,14147.241308823337,14767.93050925442
Random,16468.4898655939,16406.188688780043,19575.924974766607,20774.771716053936
Round-Robin,16333.955382453343,16312.182543872728,19563.795232877892,20814.26245379144
SLO-first,12473.851338677701,12410.289298576925,14565.540017536745,15079.453063384897
