profile,strategy,mean,median,p95,p99
default,Best-Acc,6037.542082920993,6039.3735286219,7745.327783970964,8172.954646632752
default,Lowest-Latency,4143.573415184461,4183.200210418207,5178.430805467509,5773.881387905716
default,Random,5459.3154823700015,5455.131628166066,7641.275693285558,8560.652595644187
default,Round-Robin,5400.14106650885,5344.411947244813,7384.1538203225,8434.277242986349
default,SLO-first,4126.2538888967465,4154.367832670177,5335.774286077273,5657.652382436595
fast,Best-Acc,5961.581810742603,6029.758085488027,7538.18116614902,8004.829564877186
fast,Lowest-Latency,4103.095636273895,4195.537395319445,5127.397410516398,5317.658493734427
fast,Random,5358.310430725274,5332.930425050143,7460.19647976819,7863.022431368208
fast,Round-Robin,5396.396302352145,5382.838858087534,7303.559273320444,8540.191446489182
fast,SLO-first,4102.4719297517695,4146.242961498117,5249.380635528756,5491.413382338535
heavy,Best-Acc,6313.631526662536,6314.944183234285,7982.743781268064,8778.435991789416
heavy,Lowest-Latency,4308.543458094917,4346.3088667464535,5391.636388305616,5831.785337457124
heavy,Random,5693.277430747866,5608.34334938133,7875.008640966382,8631.904899293242
heavy,Round-Robin,5725.818142722611,5701.775348042238,7709.093987782446,8508.989616781782
heavy,SLO-first,4318.128997316111,4309.27039364973,5445.005217932025,5677.805588824088
