strategy,mean,median,p95,p99,acc_mean,mean_payload,median_payload,p95_payload,p99_payload,mean_link,median_link,p95_link,p99_link,mean_hops,median_hops,p95_hops,p99_hops
Best-Acc,18403.483325530433,18616.5181015443,20794.302586330916,21501.053260426208,95.16,4.74169921875,4.74169921875,4.74169921875,4.74169921875,51.712705078125,51.5947265625,61.947875976562486,67.52405273437499,260.595,259.0,304.04999999999995,314.03
Lowest-Latency,12316.92926709552,12387.821814970692,14147.241308823337,14767.93050925442,94.09084999999999,3.443486328125,3.35400390625,3.88037109375,4.21533203125,32.25748779296875,32.459716796875,39.829931640625,40.75740234374997,190.32,191.0,223.0,239.01
Random,16468.4898655939,16406.188688780043,19575.924974766607,20774.771716053936,94.36399999999999,4.0758447265625,4.07177734375,4.744091796874999,4.93310546875,43.79386962890625,42.9423828125,55.46782226562499,59.05055664062499,240.96,241.0,292.19999999999993,310.03
Round-Robin,16333.955382453343,16312.182543872728,19563.795232877892,20814.26245379144,94.3707,4.0631640625,4.02392578125,4.59814453125,4.59814453125,43.359658203125,43.0751953125,54.508300781249986,59.78086425781249,239.275,240.0,280.04999999999995,293.03
SLO-first,12473.851338677701,12410.289298576925,14565.540017536745,15079.453063384897,94.1029,3.4154931640625,3.35400390625,3.88037109375,4.024404296875,32.3974072265625,32.3095703125,40.4898193359375,42.7043505859375,192.325,191.5,235.04999999999998,239.04999999999995
