profile,strategy,mean,median,p95,p99
default,Best-Acc,21.960146484375,21.23291015625,30.228662109375,33.051386718749995
default,Lowest-Latency,13.520987548828124,13.070556640625,18.446142578124995,21.5224755859375
default,Random,18.3359521484375,17.72119140625,26.314892578124976,32.48798828125
default,Round-Robin,18.603978271484376,17.744384765625,26.8331787109375,32.090830078124995
default,SLO-first,13.82767333984375,13.37255859375,18.72377929687499,21.9159033203125
fast,Best-Acc,21.360333251953126,20.482177734375,30.162744140625,35.12605957031249
fast,Lowest-Latency,13.491346435546875,12.862060546875,19.634741210937495,23.34845703125
fast,Random,18.476029052734376,17.576171875,27.630566406249997,31.870429687499986
fast,Round-Robin,18.178543701171876,17.479736328125,26.81105957031249,30.6679833984375
fast,SLO-first,13.66935791015625,13.121337890625,20.697070312499996,24.566142578125
heavy,Best-Acc,21.3456591796875,20.901123046875,28.8693603515625,31.900312499999988
heavy,Lowest-Latency,13.699945068359375,13.230712890625,18.780200195312485,22.562587890624997
heavy,Random,18.468748779296874,17.599365234375,27.609179687499992,32.18062988281248
heavy,Round-Robin,18.337235107421876,17.81689453125,26.740795898437455,30.776425781249984
heavy,SLO-first,13.679423828125,13.162353515625,19.19040527343749,23.938247070312496
