strategy,mean,median,p95,p99
Best-Acc,64.65960205078125,63.32080078125,78.35588378906249,84.17989746093748
Lowest-Latency,41.25591064453125,40.40283203125,51.9410400390625,54.44251464843748
Random,56.013173828125,55.470947265625,70.640625,78.11193847656249
Round-Robin,55.531982421875,53.985107421875,69.86972656249999,72.68819335937498
SLO-first,40.236767578125,39.621826171875,47.41823730468749,54.37749999999999
