strategy,mean,median,p95,p99
Best-Acc,4.74169921875,4.74169921875,4.74169921875,4.74169921875
Lowest-Latency,3.367880859375,3.35400390625,3.68896484375,3.88037109375
Random,4.0765625,4.02392578125,4.78955078125,5.12451171875
Round-Robin,4.0631640625,4.02392578125,4.59814453125,4.59814453125
SLO-first,3.350654296875,3.35400390625,3.6435058593749994,3.88037109375
