run,strategy,latency_ms,acc,payload_mb,link_mb,hop_count,met_slo,stages_met,met_task_slo_all,stages_met_task_slo,stages,profiles
0,SLO-first,18896.741028378692,93.86,3.30615234375,34.8125,198,False,0,False,0,3,fast|default|heavy
0,Best-Acc,29940.04975636959,95.16,4.74169921875,62.91943359375,305,False,0,False,0,3,fast|default|heavy
0,Lowest-Latency,22086.833772412687,94.11,3.64111328125,40.7373046875,226,False,0,False,0,3,fast|default|heavy
0,Random,36650.72015546914,94.56,4.78955078125,84.1279296875,398,False,0,False,0,3,fast|default|heavy
0,Round-Robin,30173.83900383923,94.11,4.55029296875,65.888671875,345,False,0,False,0,3,fast|default|heavy
1,SLO-first,21632.567667404368,94.11,3.30615234375,39.72314453125,235,False,0,False,0,3,fast|default|heavy
1,Best-Acc,32713.21248992705,95.16,4.74169921875,68.09765625,354,False,0,False,0,3,fast|default|heavy
1,Lowest-Latency,18256.914276690193,94.59,3.35400390625,33.33203125,202,False,0,False,0,3,fast|default|heavy
1,Random,28136.621602022995,93.38,3.83251953125,59.9541015625,305,False,0,False,0,3,fast|default|heavy
1,Round-Robin,27595.78457938521,93.86,4.02392578125,64.8857421875,316,False,0,False,0,3,fast|default|heavy
2,SLO-first,21431.238262723204,94.11,3.30615234375,38.70166015625,222,False,0,False,0,3,fast|default|heavy
2,Best-Acc,29219.094088526057,95.16,4.74169921875,60.13037109375,307,False,0,False,0,3,fast|default|heavy
2,Lowest-Latency,21606.21142270488,93.86,3.35400390625,44.23291015625,257,False,0,False,0,3,fast|default|heavy
2,Random,23812.915501482115,94.56,3.88037109375,45.35302734375,259,False,0,False,0,3,fast|default|heavy
2,Round-Robin,24214.816575560068,93.38,3.64111328125,40.1220703125,262,False,0,False,0,3,fast|default|heavy
3,SLO-first,20984.155960649143,93.86,3.16259765625,45.06494140625,235,False,0,False,0,3,fast|default|heavy
3,Best-Acc,31257.867673332912,95.16,4.74169921875,72.82470703125,356,False,0,False,0,3,fast|default|heavy
3,Lowest-Latency,19697.754862371447,93.86,3.16259765625,41.6103515625,223,False,0,False,0,3,fast|default|heavy
3,Random,25033.652404991466,93.38,3.83251953125,49.498046875,287,False,0,False,0,3,fast|default|heavy
3,Round-Robin,25993.350161255577,94.59,3.68896484375,48.07763671875,276,False,0,False,0,3,fast|default|heavy
4,SLO-first,20067.95610287673,94.11,3.68896484375,36.7490234375,221,False,0,False,0,3,fast|default|heavy
4,Best-Acc,29128.806735352253,95.16,4.74169921875,62.71142578125,315,False,0,False,0,3,fast|default|heavy
4,Lowest-Latency,23859.01864825421,94.11,3.30615234375,43.29833984375,305,False,0,False,0,3,fast|default|heavy
4,Random,28557.90998585936,95.16,3.88037109375,52.33740234375,296,False,0,False,0,3,fast|default|heavy
4,Round-Robin,28475.952782160188,94.56,3.88037109375,61.8974609375,328,False,0,False,0,3,fast|default|heavy
5,SLO-first,21590.42024766562,94.59,3.73681640625,38.8408203125,256,False,0,False,0,3,fast|default|heavy
5,Best-Acc,30476.799859481704,95.16,4.74169921875,60.47900390625,317,False,0,False,0,3,fast|default|heavy
5,Lowest-Latency,21264.954434144325,93.86,3.30615234375,40.64697265625,261,False,0,False,0,3,fast|default|heavy
5,Random,26556.81789273597,95.16,3.88037109375,54.10693359375,268,False,0,False,0,3,fast|default|heavy
5,Round-Robin,28695.58426062768,95.16,4.07177734375,53.77783203125,290,False,0,False,0,3,fast|default|heavy
6,SLO-first,21094.950758158986,94.56,3.35400390625,36.91796875,220,False,0,False,0,3,fast|default|heavy
6,Best-Acc,28391.274112954176,95.16,4.74169921875,57.20947265625,287,False,0,False,0,3,fast|default|heavy
6,Lowest-Latency,23361.051841993358,93.86,3.35400390625,46.169921875,256,False,0,False,0,3,fast|default|heavy
6,Random,26972.01118507992,93.86,3.88037109375,64.5283203125,292,False,0,False,0,3,fast|default|heavy
6,Round-Robin,33103.316018502424,94.99,4.59814453125,62.7216796875,351,False,0,False,0,3,fast|default|heavy
7,SLO-first,18920.996654793726,93.86,3.16259765625,38.51953125,211,False,0,False,0,3,fast|default|heavy
7,Best-Acc,35112.06900339642,95.16,4.74169921875,79.58203125,394,False,0,False,0,3,fast|default|heavy
7,Lowest-Latency,19084.49779507333,93.86,3.16259765625,35.93408203125,199,False,0,False,0,3,fast|default|heavy
7,Random,27181.28494922847,94.11,4.21533203125,55.29833984375,328,False,0,False,0,3,fast|default|heavy
7,Round-Robin,31720.900899948472,94.11,4.55029296875,68.62255859375,331,False,0,False,0,3,fast|default|heavy
8,SLO-first,22709.892969632587,93.86,3.16259765625,44.76220703125,266,False,0,False,0,3,fast|default|heavy
8,Best-Acc,29576.030205612493,95.16,4.74169921875,64.50732421875,310,False,0,False,0,3,fast|default|heavy
8,Lowest-Latency,21397.03990325478,93.86,3.49755859375,38.1708984375,229,False,0,False,0,3,fast|default|heavy
8,Random,26186.422557458078,94.11,4.02392578125,49.93505859375,275,False,0,False,0,3,fast|default|heavy
8,Round-Robin,28603.368919272118,93.86,4.02392578125,60.78369140625,349,False,0,False,0,3,fast|default|heavy
9,SLO-first,23338.855245924657,93.86,3.16259765625,44.76123046875,254,False,0,False,0,3,fast|default|heavy
9,Best-Acc,29467.900488871917,95.16,4.74169921875,61.29638671875,333,False,0,False,0,3,fast|default|heavy
9,Lowest-Latency,22684.834010626742,94.11,3.30615234375,41.095703125,246,False,0,False,0,3,fast|default|heavy
9,Random,28281.882229822804,93.86,4.02392578125,57.521484375,312,False,0,False,0,3,fast|default|heavy
9,Round-Robin,25235.747798869463,93.38,3.64111328125,47.515625,259,False,0,False,0,3,fast|default|heavy
10,SLO-first,22697.467083538948,93.86,3.54541015625,42.029296875,236,False,0,False,0,3,fast|default|heavy
10,Best-Acc,30603.728476765376,95.16,4.74169921875,62.35546875,333,False,0,False,0,3,fast|default|heavy
10,Lowest-Latency,20689.04584605525,93.86,3.16259765625,44.88232421875,222,False,0,False,0,3,fast|default|heavy
10,Random,30690.551543419722,93.38,4.35888671875,68.455078125,360,False,0,False,0,3,fast|default|heavy
10,Round-Robin,27637.650122238116,94.59,3.68896484375,50.935546875,282,False,0,False,0,3,fast|default|heavy
11,SLO-first,20794.12961507866,93.86,3.16259765625,36.67529296875,243,False,0,False,0,3,fast|default|heavy
11,Best-Acc,35429.32325293121,95.16,4.74169921875,73.41796875,355,False,0,False,0,3,fast|default|heavy
11,Lowest-Latency,21329.067749894988,94.11,3.30615234375,39.271484375,223,False,0,False,0,3,fast|default|heavy
11,Random,29998.323581467444,94.56,4.59814453125,63.1435546875,311,False,0,False,0,3,fast|default|heavy
11,Round-Robin,24682.278988572227,94.56,3.88037109375,44.33056640625,261,False,0,False,0,3,fast|default|heavy
12,SLO-first,21412.86938890117,93.86,3.16259765625,37.1416015625,234,False,0,False,0,3,fast|default|heavy
12,Best-Acc,35472.648086561254,95.16,4.74169921875,82.88525390625,395,False,0,False,0,3,fast|default|heavy
12,Lowest-Latency,21650.586767043387,93.86,3.35400390625,50.2177734375,260,False,0,False,0,3,fast|default|heavy
12,Random,26176.738035466617,94.11,3.68896484375,48.943359375,286,False,0,False,0,3,fast|default|heavy
12,Round-Robin,26861.852316243967,95.16,4.07177734375,53.09033203125,271,False,0,False,0,3,fast|default|heavy
13,SLO-first,21251.449566967152,93.86,3.30615234375,39.55419921875,216,False,0,False,0,3,fast|default|heavy
13,Best-Acc,28032.97420081039,95.16,4.74169921875,63.13623046875,285,False,0,False,0,3,fast|default|heavy
13,Lowest-Latency,23553.969653029064,93.86,3.54541015625,52.62109375,258,False,0,False,0,3,fast|default|heavy
13,Random,28834.13128380195,93.38,3.68896484375,56.78955078125,323,False,0,False,0,3,fast|default|heavy
13,Round-Robin,31932.455595224696,94.99,4.59814453125,61.69287109375,332,False,0,False,0,3,fast|default|heavy
14,SLO-first,22951.690225724866,95.16,3.88037109375,40.685546875,254,False,0,False,0,3,fast|default|heavy
14,Best-Acc,30368.373443795914,95.16,4.74169921875,62.13134765625,305,False,0,False,0,3,fast|default|heavy
14,Lowest-Latency,22922.4744226247,93.86,3.49755859375,51.931640625,263,False,0,False,0,3,fast|default|heavy
14,Random,24510.79062021612,94.56,3.88037109375,41.26904296875,261,False,0,False,0,3,fast|default|heavy
14,Round-Robin,29453.000672107046,94.11,4.55029296875,60.04052734375,309,False,0,False,0,3,fast|default|heavy
15,SLO-first,19351.28966283751,93.86,3.16259765625,36.5771484375,204,False,0,False,0,3,fast|default|heavy
15,Best-Acc,29340.632766913957,95.16,4.74169921875,56.84619140625,306,False,0,False,0,3,fast|default|heavy
15,Lowest-Latency,22836.0038054371,94.59,3.73681640625,44.57861328125,261,False,0,False,0,3,fast|default|heavy
