profile,strategy,mean,median,p95,p99,acc_mean,mean_payload,median_payload,p95_payload,p99_payload,mean_link,median_link,p95_link,p99_link,mean_hops,median_hops,p95_hops,p99_hops
default,Best-Acc,10394.137147334342,10237.520735398452,12565.336836030401,13564.530381031667,95.16,1.58056640625,1.58056640625,1.58056640625,1.58056640625,21.960146484375,21.23291015625,30.228662109375,33.051386718749995,110.405,107.0,141.0,156.01
default,Lowest-Latency,7085.043415158659,7090.876606337057,8306.046643554066,8873.791984268084,94.04602500000001,1.12226806640625,1.05419921875,1.24560546875,1.38916015625,13.520987548828124,13.070556640625,18.446142578124995,21.5224755859375,79.24,77.0,105.0,118.0
default,Random,9258.884969069071,9076.896143253245,12067.957974379982,13353.791417215793,94.370625,1.35410888671875,1.24560546875,1.77197265625,1.77197265625,18.3359521484375,17.72119140625,26.314892578124976,32.48798828125,101.4725,100.0,136.04999999999995,154.0
default,Round-Robin,9339.551800175957,9178.573743400048,12176.582746830522,13378.237225600154,94.38052499999999,1.35554443359375,1.24560546875,1.77197265625,1.77197265625,18.603978271484376,17.744384765625,26.8331787109375,32.090830078124995,102.48,100.5,135.04999999999995,155.01
default,SLO-first,7189.43270843066,7189.946716409777,8377.85975206479,8673.222505780375,94.06477500000001,1.13375244140625,1.05419921875,1.24560546875,1.58056640625,13.82767333984375,13.37255859375,18.72377929687499,21.9159033203125,80.29,78.0,103.04999999999995,111.0
fast,Best-Acc,10196.70346705694,10099.721675766361,12436.87366653236,13265.359394903422,95.16,1.58056640625,1.58056640625,1.58056640625,1.58056640625,21.360333251953126,20.482177734375,30.162744140625,35.12605957031249,108.2775,105.0,140.0,151.01
fast,Lowest-Latency,7009.476001290353,6980.652699995517,8289.140751992665,8809.722710390179,94.075425,1.12848876953125,1.05419921875,1.24560546875,1.38916015625,13.491346435546875,12.862060546875,19.634741210937495,23.34845703125,78.6675,76.0,105.0,119.00999999999999
fast,Random,9199.401398436394,9050.498629999456,12415.779560796933,14070.676185068074,94.36195,1.3487255859375,1.24560546875,1.77197265625,1.77197265625,18.476029052734376,17.576171875,27.630566406249997,31.870429687499986,100.4225,98.0,136.0,160.01
fast,Round-Robin,9195.126344391705,9052.579324810475,12158.879351501406,13203.376516696862,94.38052499999999,1.35554443359375,1.24560546875,1.77197265625,1.77197265625,18.178543701171876,17.479736328125,26.81105957031249,30.6679833984375,100.5975,99.0,135.0,148.01
fast,SLO-first,7067.5064080456905,7010.645782677811,8334.612417923454,8877.787357540234,94.04897499999998,1.1238232421875,1.05419921875,1.24560546875,1.38916015625,13.66935791015625,13.121337890625,20.697070312499996,24.566142578125,79.3675,76.0,106.0,115.05999999999995
heavy,Best-Acc,10426.904316772174,10356.97063148603,12391.762625070383,13222.420794530944,95.16,1.58056640625,1.58056640625,1.58056640625,1.58056640625,21.3456591796875,20.901123046875,28.8693603515625,31.900312499999988,108.16,105.0,137.04999999999995,157.0
heavy,Lowest-Latency,7273.320658158527,7277.843703738798,8476.171383704876,8994.859963450164,94.06407499999999,1.1240625,1.05419921875,1.24560546875,1.38916015625,13.699945068359375,13.230712890625,18.780200195312485,22.562587890624997,79.9075,77.0,104.04999999999995,113.02999999999997
heavy,Random,9424.052362371198,9160.718330841148,12725.119888353076,13976.035540118173,94.38709999999999,1.3621240234375,1.24560546875,1.77197265625,1.77197265625,18.468748779296874,17.599365234375,27.609179687499992,32.18062988281248,101.315,99.0,139.04999999999995,157.01999999999998
heavy,Round-Robin,9410.883916142007,9256.72235340331,12549.838178312426,13988.531437133655,94.38052499999999,1.35554443359375,1.24560546875,1.77197265625,1.77197265625,18.337235107421876,17.81689453125,26.740795898437455,30.776425781249984,101.2625,99.0,137.04999999999995,159.0
heavy,SLO-first,7236.504732474915,7207.934185958387,8444.051985960725,8958.948631957299,94.06084999999999,1.12394287109375,1.05419921875,1.24560546875,1.3910742187499983,13.679423828125,13.162353515625,19.19040527343749,23.938247070312496,79.485,77.0,104.0,115.03999999999996
