strategy,mean,median,p95,p99
Best-Acc,327.69,325.5,381.0,395.02
Lowest-Latency,237.02,235.0,277.0,295.03
Random,306.925,303.0,373.2999999999999,398.02
Round-Robin,304.4,299.5,358.3499999999999,393.02
SLO-first,234.965,232.5,267.04999999999995,288.25999999999976
